FORPRINT: Thu Jun 26 15:52:21 2014
  2.43534e-09  1.37056e-09
  2.68082e-09  1.03796e-09
      0.00000         -NaN
  2.82323e-09  1.46679e-09
  3.37649e-09  1.32065e-09
  2.64725e-09  1.01418e-09
  2.69479e-09  8.06405e-10
  1.44354e-09  2.58549e-10
  2.04733e-09  2.73217e-10
  2.39608e-09  4.84138e-10
      0.00000         -NaN
      0.00000         -NaN
  1.26098e-10  1.58076e-10
      0.00000         -NaN
  3.45450e-10  1.29072e-10
  3.21340e-09  4.71559e-10
  5.77564e-10  1.08017e-10
      0.00000         -NaN
