FORPRINT: Thu Jun 26 15:45:04 2014
  7.67521e-09  9.46199e-10
  3.12352e-08  8.48620e-10
  4.15787e-08  4.74543e-09
  3.65229e-08  2.23330e-09
  2.74049e-08  1.43856e-09
  9.27279e-09  1.04130e-09
  1.98449e-08  8.26377e-10
  1.51074e-09  2.34021e-10
  1.33658e-08  3.10317e-10
  1.86683e-08  5.11957e-10
  6.57404e-09  3.95688e-10
  1.35304e-08  6.74894e-10
  1.03786e-09  3.38362e-10
      0.00000         -NaN
  3.07699e-09  1.25692e-10
  1.00785e-08  5.05567e-10
  1.26769e-09  1.08843e-10
  2.42807e-10  1.64839e-10
