FORPRINT: Thu Jun 26 15:56:27 2014
      0.00000         -NaN
  7.25209e-09  9.47581e-10
  1.52614e-08  4.55488e-09
  7.03640e-09  2.08008e-09
      0.00000         -NaN
  2.84235e-09  9.67821e-10
  3.55021e-09  7.68132e-10
  8.17258e-10  2.16628e-10
  4.00250e-09  2.66883e-10
  6.76080e-09  4.99909e-10
  1.87296e-09  3.84970e-10
  4.51275e-09  4.23796e-10
      0.00000         -NaN
      0.00000         -NaN
  8.54730e-10  1.13823e-10
  6.94295e-09  4.09810e-10
  5.37229e-10  1.03863e-10
      0.00000         -NaN
