FORPRINT: Thu Jun 26 15:47:58 2014
  5.90205e-09  9.03578e-10
  1.76608e-08  8.56631e-10
  1.10200e-08  4.66907e-09
  2.82876e-08  2.14588e-09
  1.72808e-08  1.37368e-09
  8.51416e-09  1.00248e-09
  1.27871e-08  8.03735e-10
  1.64251e-09  2.29426e-10
  9.93713e-09  2.60996e-10
  1.18652e-08  4.95927e-10
  5.21224e-09  4.06980e-10
  1.05464e-08  7.38041e-10
  3.11300e-10  5.22645e-10
      0.00000         -NaN
  1.95844e-09  2.68520e-10
  9.97357e-09  1.04766e-09
  1.40502e-09  3.37763e-10
      0.00000         -NaN
