FORPRINT: Thu Jun 26 15:52:47 2014
  1.16018e-09  1.47026e-09
  6.75837e-09  1.04934e-09
      0.00000         -NaN
  1.69367e-08  1.53637e-09
  5.47003e-09  1.35022e-09
  3.28865e-09  1.00041e-09
  5.84216e-09  8.07553e-10
  9.04344e-10  2.28354e-10
  5.06489e-09  2.59454e-10
  7.60522e-09  4.94308e-10
  2.43695e-09  3.86065e-10
  6.25742e-09  3.91243e-10
      0.00000         -NaN
      0.00000         -NaN
  8.46373e-10  3.02002e-10
  7.94061e-09  1.13405e-09
  6.10555e-10  2.69902e-10
  3.68031e-10  3.75523e-10
